"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"6008","WELLESLEY HOLDCO LIMITED
                ","915905366","2018-09-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6009","WOODLAND AS
                ","921416806","2018-09-18","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6010","WSW INVEST AS
                ","921471580","2018-09-28","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6011","WULFING AS
                ","921209304","2018-09-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6012","XLINK COMPOSITES AS
                ","921269145","2018-09-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6013","ZIONSTOKKAPRODUCTION ZION YESHUA STOKKA
                ","921364172","2018-09-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6014","ZOO-1 KARMØY AS
                ","921396775","2018-09-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6015","ØKOWEST - WESTNES ØKONOMI OG RÅDGIVNING
                ","921333188","2018-09-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6016","ÅGI-NVEST AS
                ","921438443","2018-09-21","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6017","ÅTGAUM FORMIDLING AS
                ","921425414","2018-09-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6018","4DIGITS AS
                ","921587600","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6019","ADOMAITIS INVEST AS
                ","921629133","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6020","ALBATROS AIR AS
                ","921568460","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6021","ALT MULIG DA
                ","921485697","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6022","ALTIDATA AS
                ","921584083","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6023","AMPEL DA
                ","921481721","2018-10-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6024","AMRIT BANI AS
                ","921490933","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6025","ANGI RENOVATION AS
                ","921529384","2018-10-09","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6026","ANN KRISTIN AAKRE MYHRE
                ","921591543","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6027","ANNA TANGEN
                ","921582617","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6028","ANYTAIL AS
                ","921620438","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6029","ARILD'S SERVICE OG TJENESTER AS
                ","921554508","2018-10-15","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6030","AS LKFJELDE I
                ","921533179","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6031","AS LKFJELDE II
                ","921533314","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6032","BANG RANGEN ENTERPRISES AS
                ","921610823","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6033","BARE ASTRID VEL AS
                ","921626037","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6034","BARE VENKE VEL AS
                ","921625197","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6035","BAZINGA AS
                ","921493754","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6036","BEDRE BURGER 2 AS
                ","921568320","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6037","BELLAND HYTTEFELT AS
                ","921541325","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6038","BERG SECURITY AND SAFETY SYSTEMS
                ","921635346","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6039","BERRY AS
                ","921451660","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6040","BFJELDE I AS
                ","921533152","2018-10-15","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6041","BFJELDE II AS
                ","921533128","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6042","BHI AS
                ","921583494","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6043","BLAATIMEN AS
                ","921582609","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6044","BLINK HOLDING AS
                ","921505035","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6045","BLOMSTERPIKENE STAVANGER AS
                ","921359810","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6046","BLUELEAP AS
                ","921513976","2018-10-05","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6047","BLÅBÆRGRIS AS
                ","921505736","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6048","BONDEN & KOKKEN AS
                ","921549547","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6049","BRASTEL AS
                ","921569882","2018-10-18","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6050","BRI OFFSHORE HOLDING II AS
                ","921583192","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6051","BRINGEBÆRBRUKET AS
                ","921518757","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6052","BRYNE PARKERINGSHUS AS
                ","921624077","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6053","BRØDRENE SELVIK EIENDOM AS
                ","921498802","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6054","BURGHARDT BYGG
                ","921520883","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6055","BYFJORDPARKEN EIENDOM AS
                ","921584393","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6056","CALOR AS
                ","921619820","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6057","CAMBRA AS
                ","921551711","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6058","CAR OUTLET RAKOWSKI
                ","921486901","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6059","CCA HOLDING AS
                ","921646550","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6060","CCA INVEST AS
                ","921646461","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6061","CITY OUTLET AS
                ","921593791","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6062","COASTAL ADVENTURES AS
                ","921638477","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6063","CONICUS AS
                ","821583942","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6064","D DIALOG RACHEL DORA WALI MWAKAZI
                ","921547706","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6065","D HOLDING AS
                ","921510160","2018-10-05","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6066","DALANE TAXISENTRAL AS
                ","921597304","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6067","DAY OR NIGHT AS
                ","821637112","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6068","DC CONSULTING AS
                ","921626363","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6069","DEH HOLDING AS
                ","921581491","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6070","DENIZ PIZZA OG GRILLHOUSE AS
                ","921640803","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6071","DNT ØKONOMIRING SA
                ","921608039","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6072","EB INVEST EIRIK BAKKEN
                ","921498276","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6073","ECO ENERGY AS
                ","921613105","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6074","EEK INVEST AS
                ","921528280","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6075","EEK2 INVEST AS
                ","921604645","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6076","EIENDOM CONSULT AS
                ","921538820","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6077","EIKA BYGGIMPORT AS
                ","921620691","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6078","EKSIRE AS
                ","821482372","2018-10-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6079","ELENA GRUDE
                ","921629265","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6080","ELINS STRIKKERI AS
                ","921638310","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6081","ELITE EXTENSIONS BERNT ANDRE ANDERSEN
                ","921605250","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6082","ENLIGHTEN AS
                ","921620365","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6083","ERIK JO. AS
                ","921538812","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6084","ERLAND NETTSALG
                ","921481977","2018-10-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6085","ERLING ROLAND AS
                ","921576269","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6086","ERUCA AS
                ","921540914","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6087","ES SERVICE EGIL SPÅNGBERG
                ","921578180","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6088","ETAOIN SHRDLU AS
                ","921569963","2018-10-18","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6089","FAUNE HOLDING AS
                ","921613741","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6090","FIFI HOLDING AS
                ","821551552","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6091","FINNE EIENDOMSDRIFT AS
                ","921584369","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6092","FIRMAFABRIKKEN AS
                ","921575416","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6093","FJELLVEGEN 9 AS
                ","821504562","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6094","FJORD EIGEDOMSSELSKAP AS
                ","921470169","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6095","FLEKSI REKRUTTERING AS
                ","921643373","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6096","FLOWER STYLE AS
                ","921636148","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6097","FOOD CORNER AS
                ","921542151","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6098","FRAKKAGJERDVEGEN 256 AS
                ","921564104","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6099","FREDRIK OSNES LARSEN
                ","921641028","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6100","FRISTART LIER
                ","921610157","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6101","FU SHUN AS
                ","921533594","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6102","G-SQUARED AS
                ","821611032","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6103","GEIR EGELAND AS
                ","921541996","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6104","GG HOLDING AS
                ","921569831","2018-10-18","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6105","GILJASTØLEN HYTTEFELT AS
                ","921541791","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6106","GLOBELLO DA
                ","921370253","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6107","GOOD MOON AS
                ","921642547","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6108","GP SYSTEMS AS
                ","821635462","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6109","GREENPGI AS
                ","921492863","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6110","GRETHE LARSEN
                ","921562365","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6111","GRÅBERGET EIENDOM AS
                ","921548648","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6112","GULLSAKSER AS
                ","921534841","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6113","GVO GRUPPEN AS
                ","921487088","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6114","GYMO HOLDING AS
                ","921549237","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6115","GYMO II AS
                ","921549202","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6116","HABTIT GEBRESILASIE
                ","921567510","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6117","HAIR BY CHRISTINE LERBREKK
                ","921622848","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6118","HANLIN AS
                ","921470959","2018-10-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6119","HARVELAND MASKIN AS
                ","921559054","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6120","HARVELAND MASKIN HOLDING AS
                ","921559070","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6121","HB-BYGG SERVICE AS
                ","821549132","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6122","HEDDA ELISABETH NESHEIM AS
                ","921543026","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6123","HELLAND ELCON
                ","821559502","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6124","HELLAND INVESTERING AS
                ","921531265","2018-10-09","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6125","HJULBYTTE AS
                ","821560462","2018-10-26","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6126","HODNE GARD DA
                ","921596758","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6127","HT GJERDE HAUGALAND AS
                ","921579705","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6128","HÅNDTVERKEREN INGVE HØLLAND
                ","918988807","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6129","IL GELATO AS
                ","921498667","2018-10-09","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6130","INFOHJELPEREN AS
                ","921576579","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6131","INTROBYGG AS
                ","921631413","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6132","IOPT STAVANGER AS
                ","921623607","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6133","IPASTA AS
                ","921521170","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6134","ISTDP STAVANGER PSYKOLOG HENNING MELHUS
                ","987898046","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6135","JELSA HOLDING I AS
                ","921633874","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6136","JELSA HOLDING II AS
                ","921633890","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6137","JELSA INVEST II AS
                ","921633904","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6138","JELSA INVESTERING II AS
                ","921633939","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6139","JIR HOLDING AS
                ","921624344","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6140","JK EIENDOM 1 AS
                ","921583206","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6141","JK EIENDOM HOLDING AS
                ","921583125","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6142","JOSO INVESTERING AS
                ","921582358","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6143","JOSTI HOLDING I AS
                ","921634781","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6144","JOSTI HOLDING II AS
                ","921634773","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6145","K2 AUTO AS
                ","921591128","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6146","KHG HOLDING AS
                ","921564147","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6147","KIELLAND STRÅFOR ENGROS
                ","921627521","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6148","KJELL STUVIK HOLDING AS
                ","921533764","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6149","KLOSTER OLSEN INVEST AS
                ","921600968","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6150","KOLTECH AS
                ","921646607","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6151","KRAMBUA SAND AS
                ","921541597","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6152","KVERNELAND BOLIG AS
                ","821554152","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6153","KVERNELAND HOLDING AS
                ","821518962","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6154","KVERNELAND INVEST AS
                ","921604041","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6155","KØHLERGRUPPEN HOLDING AS
                ","921632339","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6156","LACH HOLDING AS
                ","921577079","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6157","LANDA TREFELLING
                ","921627378","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6158","LEITEHAGEN 27 BORETTSLAG
                ","921518374","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6159","LEX IULIA AS
                ","921634765","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6160","LIAN OLAFSEN
                ","921631189","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6161","LILLEHAMMER GLEDE
                ","995860457","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6162","LIMS EIENDOM AS
                ","921544006","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6163","LODEVOLDEN IV AS
                ","921542577","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6164","LÖHR AS
                ","921549989","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6165","LUCKYDAY BOKKAFE AS
                ","921538154","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6166","LUMAIS HOLDING AS
                ","921622376","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6167","LVH AUTOINVEST AS
                ","921556985","2018-10-15","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6168","M4DZI MADS ANDRÉ SKJERVIK KNUTSEN
                ","921613725","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6169","MALIE AS
                ","921582315","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6170","MARWELL SERVICES AS
                ","921581114","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6171","MCURRENCY AS
                ","921566298","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6172","MECHTRADE AS
                ","921584032","2018-10-25","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6173","MEDIN AS
                ","821601002","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6174","MEDIN HELSE AS
                ","921600984","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6175","MIKADO AS
                ","921642571","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6176","MIKAEL PETTERSSON AS
                ","921568363","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6177","MIKHEEVA L.
                ","921579152","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6178","MILJØGILLI AS
                ","921502257","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6179","MIRELA SAJNOVIC
                ","921511655","2018-10-05","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6180","MK ENERGI TRANSPORT AS
                ","921559437","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6181","MOBILTEKNIKK ÅLGÅRD HERFURTH
                ","921647522","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6182","MOGSTAD EIENDOM AS
                ","921494173","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6183","MONDO INVEST AS
                ","921646216","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6184","MONICA STAVNEM RØD
                ","921635451","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6185","MONIKAS INTERIØR HJØRNE MONIKA LIESTØL
                ","921455518","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6186","MOSVANGEN BYGG AS
                ","821496292","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6187","MOTOR & ELBILKOMPANIET AS
                ","921560362","2018-10-16","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6188","MRI AS
                ","921541481","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6189","MT GRØTNES AS
                ","921524692","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6190","MTM BYGGSERVICE AS
                ","921514050","2018-10-05","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6191","NATURMAT AS
                ","921493657","2018-10-03","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6192","NEMCO HOLDING AS
                ","921535236","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6193","NETTDYRET SENTERET SANDNES AS
                ","921624727","2018-10-27","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6194","NETTKJØP MAY HAJ MOHAMMAD
                ","921580509","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6195","NIRI ECOFISK NEDSTRAND AS
                ","921634307","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6196","NORDAHL GRIEGS GATE 1 AS
                ","821563992","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6197","NORDIC ENERGY SOLUTIONS AS
                ","921585020","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6198","NORDIC HOLDING COMPANY AS
                ","921584792","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6199","NORDIC MARITIME FUMIGATION AS
                ","921640048","2018-10-31","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6200","NORDIC WAVE AS
                ","921597177","2018-10-23","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6201","NORWEGIAN GLOVES BRANCH 2 AS
                ","921504551","2018-10-04","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6202","NOSMOKE STAVANGER AS
                ","821602912","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6203","NOTTING HILL EIENDOM AS
                ","921494777","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6204","NOYS AS
                ","921549717","2018-10-12","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6205","NYE HELLAND AS
                ","921519540","2018-10-08","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6206","NYE THUNHEIM BYGG AS
                ","921580096","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6207","NYE V.E.T INVESTERING AS
                ","921603789","2018-10-24","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6208","O. MELING SERVICE
                ","921574258","2018-10-18","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6209","ODA ROYAL ODA LIMA MOLDE
                ","921547625","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6210","ODDNY N HAVSØ
                ","821431662","2018-10-19","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6211","OLAV MOI HÅLAND AS
                ","921581572","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6212","OLTEDAL GOLV AS
                ","921647441","2018-11-01","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6213","OPTEO AS
                ","921554516","2018-10-15","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6214","OVRA AS
                ","921582331","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6215","P53 INVEST AS
                ","921517378","2018-10-05","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6216","PA CAPITAL 1 AS
                ","921624379","2018-10-29","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6217","PAR- OG FAMILIETERAPEUT HEGE TAARLAND
                ","921591691","2018-10-22","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6218","PER JOAR SVENDSEN AS
                ","921584245","2018-10-20","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6219","PER LIVAR RAMSLI
                ","921534175","2018-10-10","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6220","PHIMPISA BEAUTY AS
                ","921567405","2018-10-17","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6221","POWERING RENEWABLE SOLUTIONS AS
                ","921485719","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6222","PROFLAME AS
                ","821535352","2018-10-11","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6223","PROWASH BILPLEIE HAKAN ANLI
                ","921501749","2018-10-30","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
"6224","PSYCHOSOCIAL MANAGEMENT & RECORDS DA
                ","920712517","2018-10-02","Nyregistrering i Foretaksregisteret               
                ","Rogaland","Før"
