"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"11448","VESTFOLD AUTOMASJON AS
                ","930081493","2022-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11449","VESTFOLD BRANNSIKRING AS
                ","930095265","2022-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11450","VESTFOLD BRUKTBIL DAHL
                ","930102571","2022-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11451","VIMAMA AS
                ","930020303","2022-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11452","WEDIGIT AS
                ","930119237","2022-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11453","WERNER ORGANIZATION HOLDING AS
                ","930090328","2022-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11454","WESTBJØRN AS
                ","930067970","2022-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11455","YXENEY SERVICES AS
                ","930077798","2022-10-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11456","ZEMATO AS
                ","930090700","2022-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11457","ZENGLER INVEST AS
                ","830064702","2022-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11458","ØVRE LANGGATE 12 AS
                ","930090832","2022-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11459","ØVRE TORG AS
                ","930034614","2022-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11460","A. BERVEN HOLDING AS
                ","930266825","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11461","ABDELKHADER PIZZA & GRILL
                ","930274577","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11462","AJCONTROL AS
                ","930309087","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11463","ALBARAKAT TRANSPORT
                ","930139610","2022-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11464","ALFRED ENGNES VEI AS
                ","930221740","2022-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11465","ANESTESIPERSONELL AS
                ","930261424","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11466","ANTFARM AS
                ","930283231","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11467","AOVO EIENDOM AS
                ","930341886","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11468","APOTEKERGÅRDEN HOLMESTRAND BORETTSLAG
                ","930135445","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11469","ARBEIDSMILJØLOVEN OG HMS AS
                ","930213403","2022-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11470","ARCTIC KLIMA SYSTEM AS
                ","930314528","2022-11-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11471","AVSI HOLDING AS
                ","930155195","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11472","B15 STRANDENGVEIEN AS
                ","930193275","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11473","BAD & BYGGEFIRMA KARLSEN
                ","830216812","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11474","BARZ HOLDING AS
                ","930262412","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11475","BEAUTY LAB AS
                ","930099414","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11476","BELLA VISTA HORTEN AS
                ","930177768","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11477","BERNERS TATTOO, MARKUS BERNER BONNERUD
                ","930156728","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11478","BIGSEE AS
                ","930287008","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11479","BILLAGRING FOR ALLE AS
                ","830308172","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11480","BJØRVIK INVEST AS
                ","930162558","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11481","BLACK HOLE AS
                ","930337285","2022-11-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11482","BORGE EIER AS
                ","930172367","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11483","BORRE GRUNNEIERLAG SA
                ","929924002","2022-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11484","BRAVENT VIDAR H HANSEN
                ","930165905","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11485","CABRERA BRUS
                ","930246360","2022-11-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11486","CARDIGAN INVEST AS
                ","930282588","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11487","CASA JEWELLERY AS
                ","930161144","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11488","CEGIELA
                ","930283843","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11489","CHARLOTTE SKJELBRED HOLDING AS
                ","930219614","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11490","CORETREK ANSATTE AS
                ","930303364","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11491","COVANIR I AS
                ","930296031","2022-11-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11492","CROSSBAY HOLDING AS
                ","930261181","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11493","DE-JE AS
                ","930271039","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11494","DEFENDER HOLDING AS
                ","930339334","2022-11-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11495","DITT YOGAROM AS
                ","930284335","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11496","DRD AS
                ","930322032","2022-11-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11497","DRIVHUSBUTIKKEN.NO AS
                ","930192422","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11498","ECOM NORTH BJØRNESET
                ","930127604","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11499","EDVARDSEN RE-MONTASJE
                ","930123765","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11500","EIDE DOMAINS
                ","930258083","2022-11-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11501","EIERSEKSJONSSAMEIET DOKKEN-KVARTALET
                ","930327247","2022-11-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11502","EIERSEKSJONSSAMEIET LINDETUNET
                ","930264490","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11503","ELH INVEST AS
                ","930240214","2022-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11504","ELMA NATUR AS
                ","930155861","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11505","ENOVA BYGG AS
                ","930172642","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11506","EOS AS
                ","930272396","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11507","ES CONSULT AS
                ","930151904","2022-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11508","EXCELENCIA MEDICAL GROUP AS
                ","930225428","2022-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11509","EYECAST AS
                ","930215244","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11510","FATTERNS GARASJE AS
                ","930317942","2022-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11511","FJELLBOVEIEN 10 AS
                ","930249300","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11512","FJORDLYS AS
                ","930346799","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11513","FNUGGELITEN GJERSTAD
                ","930167495","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11514","FRAQTURE HOLDING AS
                ","930165662","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11515","FREDRIKSEN ØSTAFJELL BYGG
                ","930263958","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11516","FYSIO HELSESENTER AS
                ","930223514","2022-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11517","FÆRDER AUTO AS
                ","930190349","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11518","FÆRDER BÅTSENTER AS
                ","930285129","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11519","GJELSETH AUTO
                ","930181455","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11520","HAGOS GURJA TESFAMARIAM
                ","930244333","2022-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11521","HEGDALRINGEN 4 AS
                ","930170747","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11522","HKV VEI AS
                ","830294422","2022-11-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11523","HOLME PADEL SA
                ","929618327","2022-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11524","HOLMESTRAND BÅTSERVICE AS
                ","930073822","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11525","HORTEN MALE SERVICE AS
                ","930341118","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11526","HVERVEN HOLDING AS
                ","930219053","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11527","HÅGASLETTA 11 AS
                ","930307076","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11528","J SKALLEBERG AS
                ","930164720","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11529","JA-INVEST AS
                ","930246328","2022-11-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11530","JACKELYN & JESICA CATERING AS
                ","930113697","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11531","JARLSØ50 AS
                ","930209635","2022-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11532","JARRAR HOLDING AS
                ","930178101","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11533","KAMFJORD SPEC-TRE AS
                ","930237035","2022-11-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11534","KARLSEN SYKKEL OG MOTOR
                ","930227021","2022-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11535","KK BYGG AS
                ","930193194","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11536","KNERTEN-FAMILIEBARNEHAGE DA
                ","930198161","2022-11-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11537","KNIGHT AS
                ","930135356","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11538","KORNIVEIEN 5
                ","929865626","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11539","KRISTOFFER LANDMARK
                ","986018034","2022-11-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11540","KRISTOFFER SMITH MALERSERVICE AS
                ","930084646","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11541","KVAM EIENDOM & INVEST AS
                ","930266728","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11542","KYSTABAKKEN BORETTSLAG
                ","930184381","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11543","LANGES GATE 10 BORETTSLAG
                ","930182036","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11544","LANGES GATE 12 BORETTSLAG
                ","930181641","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11545","LARVIK ENERGISTASJON AS
                ","930176745","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11546","LESLIE AS
                ","930317101","2022-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11547","LITTLE FEATHER AS
                ","930188182","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11548","LIVONIA PRINT NORGE AS
                ","830192492","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11549","LOB INVEST AS
                ","830236392","2022-11-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11550","LODESTONE CONSULTING AS
                ","930162647","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11551","LOKALE HELTER AS
                ","930156876","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11552","MAGWA AS
                ","930216178","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11553","MARTIN GRØTTERUD AS
                ","930229695","2022-11-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11554","ME-DESIGN BRIT THYBERG
                ","930143642","2022-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11555","MEDISEO AS
                ","930194263","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11556","MELI JEWELRY AND ACCESSORIES AS
                ","930239208","2022-11-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11557","MELSOMVIK AS
                ","930342173","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11558","MESTERVILLA HOLDING AS
                ","930145920","2022-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11559","MYMOOBILITY ARNESEN
                ","930165395","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11560","MYSKIN WEBSHOP AS
                ","930268321","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11561","NILSSEN TRADE AS
                ","930308013","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11562","NORSK JAKT OG FRILUFTLIVS FORENING
                ","930159638","2022-11-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11563","NORSK JAKT OG FRILUFTSLIVS FORENING
                ","930159638","2022-11-28","Administrativ kunngjøring                         
                ","Vestfold","Under"
"11564","OEK INVEST V/ KLEMMETSBY
                ","930138703","2022-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11565","OLSENS SMÅ HJEM
                ","930117099","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11566","ORIRI AS
                ","930241814","2022-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11567","P SAGA HOLDING AS
                ","830245642","2022-11-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11568","PBW INVEST AS
                ","930168173","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11569","PEAK POLAR HOLDING AS
                ","930162841","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11570","PRO-BYGG HOME AS
                ","930214728","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11571","PROJECT VENUE AS
                ","930193887","2022-11-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11572","PUCHI KRAUDY SOLLI
                ","930272256","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11573","R&S MASKIN AS
                ","830175822","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11574","RA-TOPPEN BORETTSLAG
                ","930222097","2022-11-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11575","RAZEQ ABBASI
                ","930158224","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11576","REPLICA AS
                ","930154245","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11577","RIDDERGÅRDEN INVEST AS
                ","930307025","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11578","ROBERT DAHL
                ","930189529","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11579","RÅ SHOP AS
                ","929961021","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11580","RÅ UTLEIE AS
                ","930144347","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11581","SAGA REGNSKAP & IT AS
                ","930154040","2022-11-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11582","SAMEIET DOCTORGAARDEN
                ","930234354","2022-11-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11583","SAMEIET GRINDLØKKEN II
                ","930208450","2022-11-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11584","SAMEIET LANGGATEN 32 HOLMESTRAND
                ","930272507","2022-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11585","SAMHUS AS
                ","929943961","2022-11-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11586","SAMSPILLE.NO AS
                ","930215317","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11587","SANDEFJORD KJØKKEN OG RENOVERING AS
                ","930187585","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11588","SCANDINANO VESTFOLD DANCIS
                ","830139192","2022-11-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11589","SEBASTIAN THUNOLD BUD
                ","930184527","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11590","SILSOFT STUDIO AS
                ","930277770","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11591","SIRKULÆRT KRETSLØP IP
                ","930116130","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11592","SJØTROLLET AS
                ","930178551","2022-11-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11593","SKATVEDTS HOLDING AS
                ","930130389","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11594","SKIP OHOY AS
                ","930317993","2022-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11595","SMILTE EIENDOM AS
                ","930153354","2022-11-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11596","SNEKKERBODEN HAFLAN
                ","930135410","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11597","SPICY JAFS DAIVA GHOMAN
                ","930330388","2022-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11598","SPORTS HUB AS
                ","930214132","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11599","STALL GULLBRANDSEN
                ","830045082","2022-11-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11600","STAVERN PANORAMA BORETTSLAG
                ","930275425","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11601","STENE BETONG
                ","930167533","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11602","STRAND RESOURCES AS
                ","930194794","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11603","TANNLEGEVAKTEN AS
                ","930191485","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11604","TAXI-LINE BERMEKI
                ","930343773","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11605","TBO ENERGY HOLDING AS
                ","930326992","2022-11-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11606","THAI AROY DEE AS
                ","930267171","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11607","THE MILKY WAY AS
                ","930134562","2022-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11608","TOLB INVEST AS
                ","930318167","2022-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11609","TUNEM ALT VI KAN GRUPPEN
                ","930165948","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11610","TUX HOLDING AS
                ","930164453","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11611","UENDELIG AS
                ","930280569","2022-11-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11612","ULVEKULA 15 AS
                ","930168319","2022-11-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11613","UNO THORVALDSEN
                ","930275816","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11614","VEBERGSGATE 4 AS
                ","930249297","2022-11-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11615","VGI SERVICES AS
                ","930194093","2022-11-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11616","VIRIKLIA EIENDOM AS
                ","930215082","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11617","VIVOS BYGGKONSULT AS
                ","919543825","2022-11-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11618","VOF HOLDING AS
                ","930262072","2022-11-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11619","WIRGENESVEI 3 AS
                ","930219746","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11620","ØSTLANDET PUMPESERVICE OLSEN
                ","930256846","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11621","ØY 3 BYGG D UTVIKLING AS
                ","930317918","2022-11-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11622","ÅSHAUGVEIEN 153B AS
                ","930216356","2022-11-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11623","9T NORDICS AS
                ","930518832","2022-12-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11624","A-I EIENDOM AS
                ","930485489","2022-12-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11625","AABB RÅDGIVNING AS
                ","930372870","2022-12-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11626","ABRAHAMSEN KÅRE ARNOLD
                ","969922754","2022-12-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11627","ADVOKAT ODD IVAR GRØN
                ","930548847","2022-12-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11628","AKKM AS
                ","930387274","2022-12-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11629","ALLUM OG VESTRUM JORDVANNING SA
                ","930313440","2022-12-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11630","ANTARKTIS PROSJEKTRÅDGIVNING AS
                ","930473030","2022-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11631","AOVO EIENDOM AS
                ","930341886","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11632","APOTEKERGÅRDEN HOLMESTRAND BORETTSLAG
                ","930135445","2022-12-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11633","AQUA VVS HOLDING AS
                ","830461442","2022-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11634","ARDENT HELSE AS
                ","930466670","2022-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11635","ARIZ AS
                ","930491780","2022-12-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11636","ARSIC MUSIC FL
                ","930232165","2022-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11637","AX ACCESS AS
                ","930370630","2022-12-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11638","AXEN GRUPPEN AS
                ","930369918","2022-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11639","BARZ SOLUTIONS AS
                ","930460265","2022-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11640","BECKMANN SOLUTIONS
                ","930554383","2022-12-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11641","BEEKAY INVEST AS
                ","930360767","2022-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11642","BEHEIM AS
                ","930363944","2022-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11643","BESTE BOLIG AS
                ","930366978","2022-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11644","BORGHEIMTUNET A-C BORETTSLAG
                ","830357602","2022-12-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11645","BYGGMESTER TWB AS
                ","930341304","2022-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11646","BØLJER I BYEN AS
                ","930381322","2022-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11647","C.T.J INVEST AS
                ","830271082","2022-12-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11648","CKS BEMANNING AS
                ","930362417","2022-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11649","COATX AS
                ","830355812","2022-12-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11650","COVERSHIELD AS
                ","830528962","2022-12-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11651","D3 2022 INVEST AS
                ","930456292","2022-12-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11652","DIAS KOSMETISK
                ","930555835","2022-12-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11653","E.G. ELLINGSEN ART
                ","930371548","2022-12-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11654","EDWARD FABIAN VASCONEZ-AAS
                ","930545945","2022-12-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11655","EIERSEKSJONSSAMEIET VERADAMMEN 19
                ","930498688","2022-12-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11656","ELEMENT-MONTASJE AS
                ","930369969","2022-12-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11657","ERWING HOLDING AS
                ","930365114","2022-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11658","EWHF INVEST AS
                ","930374776","2022-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11659","EWING HOLDING AS
                ","930365114","2022-12-12","Rettelse av foretaksnavn                          
                ","Vestfold","Under"
"11660","EXTNDIT AS
                ","930471917","2022-12-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11661","FARS PENGEBINGE AS
                ","930387843","2022-12-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"11662","FAVRETTO INVEST AS
                ","930374768","2022-12-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
