"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"4447","BERIT A IVERSEN
                ","920910297","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4448","BILLE AS
                ","920860605","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4449","BLIKKENSLAGER TOMMY BELSAAS AS
                ","920901433","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4450","BLOCKTEC AS
                ","920763839","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4451","BOBILUTLEIE TRØNDELAG AS
                ","920915132","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4452","BOGØ SALG OG SERVICE
                ","920868789","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4453","BOLIGBYGGERN SELBU AS
                ","920844537","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4454","BORETTSLAGET ROCK GARDEN C
                ","920916023","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4455","BRUKTBUTIKKEN BRUKBART PÅ BERKÅK ANITA MYHR
                ","920874428","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4456","BUTIKKDRIFT MUFIDE YASAR
                ","920866700","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4457","BYGGMESTER JØRGEN BØKESTAD
                ","920871461","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4458","BYGGMESTER KVANNLI AS
                ","920853773","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4459","BYRÅASSISTANSE GULLIKSEN
                ","920862888","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4460","BYSTINGEN SMÅBÅTHAVN AS
                ","920781276","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4461","BYÅSVEIEN 158 EIENDOM AS
                ","920875823","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4462","BØLE BRUK BRIT NORA WALSTAD
                ","920816487","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4463","CADO INVEST AS
                ","920904343","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4464","CAMGA AS
                ","920903002","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4465","CEMARO AS
                ","920920179","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4466","CHRISTIANS TRANSPORT TJENESTER CHRISTIAN STEINAR MOAN
                ","920830730","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4467","COL SNEKKERI AS
                ","920846092","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4468","COLONIALEN MAT AS
                ","920808522","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4469","COSTAIL AS
                ","920924395","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4470","CRAYOLA HOLDING AS
                ","920811132","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4471","CRD RESOURCES AS
                ","920919839","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4472","DARVIN AS
                ","920867375","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4473","DRAGVOLLKJELLEREN
                ","920616429","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4474","DROSJAN I MERÅKER GIMSE
                ","920811906","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4475","DRUMSHOP AS
                ","920868177","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4476","DØNNEM EIENDOM AS
                ","920855865","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4477","E.L.-BYGG AS
                ","920870465","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4478","ECO TRANSPORT 12 AS
                ","920827853","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4479","EIERSEKSJONSSAMEIET VEIMESTER KROGHS GATE 5
                ","920802826","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4480","EKLO DRIFT OG VEDLIKEHOLD AS
                ","920828469","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4481","ELGESETERGATE 16 EIENDOM AS
                ","920875750","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4482","ENGAN DRIFT OG UTLEIE AS
                ","920850928","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4483","ESTETISK MEDISIN NAMSOS KLINIKK TELOS V/DR. SOPHIE BYE
                ","920904750","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4484","EVERFORS INVEST AS
                ","820926862","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4485","FABELFORM MARIT SØRUMGÅRD
                ","920914276","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4486","FAGERDAL K-S
                ","920811930","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4487","FENI 24 AS
                ","820654382","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4488","FESTNINGEN AS
                ","920874126","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4489","FH- ENTREPRENØR AS
                ","920930093","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4490","FLÅ ANLEGG AS
                ","920828582","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4491","FNC KHATIB
                ","820862732","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4492","FORS INVEST AS
                ","920840590","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4493","FOSSEGRENDA BILPLEIE AS
                ","920842674","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4494","FS MASKIN OG TRANSPORT AS
                ","920863434","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4495","FS-GRUPPEN HOLDING AS
                ","920931006","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4496","FURUDAL BEITELAG SA
                ","971388021","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4497","FYKEN 2 AS
                ","920897207","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4498","GARSTAD HUNDESPORTSSENTER AS
                ","820846362","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4499","GAULDAL BIOENERGI AS
                ","920849571","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4500","GET INSPIRED HOLDING AS
                ","920852688","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4501","GET INSPIRED MANUFACTURING AS
                ","820932552","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4502","GH UTLEIE AS
                ","920807151","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4503","GRAFFI AS
                ","920901263","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4504","GRANÅSEN SKYTEHALL AS
                ","920931189","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4505","HALFSPRING AS
                ","920818765","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4506","HALLVARD ALMSKÅR
                ","920872425","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4507","HAUKA FORSAMLINGSHUS SA
                ","920490506","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4508","HEIDI BRUROK
                ","820920732","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4509","HENDEN BUTIKK
                ","920814301","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4510","HENNING SAMDRIFT DA
                ","920817637","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4511","HIZZI AS
                ","920769985","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4512","HK-VALØ
                ","920830943","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4513","HOLTÅLEN HYTTELIV AS
                ","920822967","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4514","HOSTON GRENDALAG SA
                ","919738030","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4515","HØLONDVEGEN AS
                ","920862373","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4516","HÅKON JARLS NÆRING AS
                ","920835341","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4517","HÅVARD SKEIE HOLDING AS
                ","920914209","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4518","I K LYKKE EIENDOM HOLDING AS
                ","920875807","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4519","IBOKS MINILAGER AS
                ","920844545","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4520","IMAL NORGE AS
                ","920807453","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4521","INDPRO AS
                ","920800904","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4522","INDUSTRIGATA 9 AS
                ","820812182","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4523","INFINIWELL AS
                ","920898769","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4524","INVEKON AS
                ","920914152","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4525","JA SERVICE JOHNNY ANDRESEN
                ","820809572","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4526","JAKOBSLIVEGEN 7 EIENDOM AS
                ","820875842","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4527","JAKT OG FRILUFTSLIV AS
                ","920903363","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4528","JAN TRONDVOLD INVEST AS
                ","920818153","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4529","JARA BYGG HOLDING AS
                ","920838820","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4530","JET EIENDOM AS
                ","920859615","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4531","JØRGEN SKARSVÅG
                ","985627924","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4532","K CONSULTING
                ","920798349","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4533","KASOMO CONSULTING AS
                ","920805132","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4534","KASPERSEN AS
                ","920904157","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4535","KATRIN KATSCHINSKI
                ","920906206","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4536","KENNETH DALEN HOLDING AS
                ","920603262","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4537","KIMI MALESERVIS BASHKIM MIFTARI
                ","920880606","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4538","KO BYGG OG INTERIØR AS
                ","920922813","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4539","KOMPETANSEBEDRIFTEN AVD TRONDHEIM AS
                ","820808592","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4540","KRINGTRØA SA
                ","920835201","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4541","KSB EIENDOM AS
                ","920931014","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4542","KULBRANDSTAD BYGGEFIRMA AS
                ","920817203","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4543","KVERVA FINANS AS
                ","920861008","2018-05-17","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4544","KYST ELEKTRO AS
                ","820933362","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4545","KYSTKUNST ASTRI REPPE AS
                ","920806562","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4546","KYSTRETUR AS
                ","920844510","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4547","KYSTTEKNIKK MARITIM SERVICE AS
                ","920890598","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4548","LAKSHMI EIENDOM AS
                ","920854915","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4549","LAUR EIENDOM AS
                ","920896766","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4550","LAUR EIENDOM II AS
                ","920895778","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4551","LECTUS AS
                ","920915000","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4552","LIE BEGRAVELSESBYRÅ AS
                ","920808360","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4553","LIEN'S UTLEIE
                ","920868509","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4554","LILIJA KRUGLIKOVA
                ","920931634","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4555","LIN PROPERTY 2 AS
                ","920905579","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4556","LLAPJANI TAXI AS
                ","920884741","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4557","LOFOTENVIEW AS
                ","920903517","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4558","M AARMO
                ","920834000","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4559","MAKKSUND BEMANNING
                ","920881343","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4560","MARMIC AS
                ","820900782","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4561","MATTSON INVEST AS
                ","920829317","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4562","MEROS AS
                ","920889867","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4563","MERÅKER HUS & HYTTER AS
                ","920824951","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4564","MF TAXI SERVICE AS
                ","920869084","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4565","MICHAEL DS MICHAEL DRAGSTEN SVENDSEN
                ","920894992","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4566","MIDLAND SOLUTIONS AS
                ","920847501","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4567","MIDT-NORSK KOMPETANSESENTER FOR ATFERD AS
                ","920824501","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4568","MIDTHOLM AS
                ","820898192","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4569","MIDTNORSK GLASS OG FASADE AS
                ","920933416","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4570","MIDTSANDVEIEN 12 AS
                ","920914411","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4571","MINTY MINI AS
                ","920846157","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4572","MODERN HOLDING AS
                ","920811078","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4573","MOL AS
                ","920812570","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4574","MURPARTNER TRØNDELAG AS
                ","920882064","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4575","MVS OG RODIN AS
                ","920775268","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4576","N. DYRHAUG INVEST AS
                ","920869009","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4577","NAMDAL PROSJEKT AS
                ","920830633","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4578","NAMTRO AS
                ","920806368","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4579","NGUYEN BTH
                ","920738370","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4580","NIDAROS BEMANNING AS
                ","920771912","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4581","NOELARNTSEN HOLDING AS
                ","920881769","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4582","NORDIC MEDIA MARKETING AS
                ","920844502","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4583","NORTH GRUPPEN AS
                ","920771246","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4584","NYE I K LYKKE EIENDOM AS
                ","920875815","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4585","NYENG TRANSPORT AS
                ","920902871","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4586","NÆRØYA AS
                ","920828094","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4587","OLA STEMSHAUG
                ","920885977","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4588","OPPDAL ALPINTUN AS
                ","920852874","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4589","OPPDAL SVEIS OG MONTASJE ERIK ØIEN
                ","820910192","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4590","OPTIMUM HOLDING AS
                ","920861261","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4591","ORBIT BATTLE AS
                ","920857779","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4592","OREID LEIE-FØR-EIE AS
                ","920846386","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4593","ORKDALSVEIEN 30 AS
                ","920891802","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4594","PALERMO RESTAURANT BJUGN AS
                ","920813046","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4595","PARATUM AS
                ","920919243","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4596","PAYOLA HOLDING AS
                ","920827640","2018-05-08","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4597","PETOS AUD LAILA OSHAUG
                ","920894682","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4598","PHONION TECHNOLOGIES AS
                ","920843328","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4599","PILOT & AVIATION SUPPORT LTD
                ","920854818","2018-05-28","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4600","PRIOS SOFTWARE AS
                ","920919227","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4601","PURKHOLMEN INVEST AS
                ","920904556","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4602","RADIKAL AS
                ","920823912","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4603","RAGNAROCK GEO AS
                ","920835252","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4604","RHEMREV AS
                ","920891675","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4605","RM TAXI AS
                ","920917690","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4606","ROLO HOLDING AS
                ","920900550","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4607","RS MULTISERVICE AS
                ","920900577","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4608","RS REAL EIENDOM AS
                ","920904491","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4609","RYDDIG OG RENT AS
                ","920927017","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4610","RØNNING MOBILT SVEISEVERKSTED AS
                ","920823173","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4611","RØROS MAT OG VINHUS AS
                ","920820379","2018-05-04","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4612","SALE4U AS
                ","920868886","2018-05-22","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4613","SAMEIET BLUSSUVOLL ALLE
                ","920852785","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4614","SAMEIET HEIMDAL STASJON
                ","920781357","2018-05-07","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4615","SAMEIET HØISETH HAGE
                ","920919383","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4616","SAMEIET SANDGATA 4
                ","920781349","2018-05-02","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4617","SAMEIET SØLBERGTUNET
                ","920814905","2018-05-03","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4618","SANDMOVEGEN 135 AS
                ","920849377","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4619","SBNO AS
                ","820916522","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4620","SCANDINAVIAN SUPPLY MOISES WILFREDI MATOS HUARANGA
                ","820871022","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4621","SEMO HOLDING AS
                ","920746896","2018-05-11","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4622","SEMSEL AS
                ","920888224","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4623","SENTRUMSGÅRDEN FILLAN AS
                ","920884776","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4624","SEVENTIES AS
                ","920884202","2018-05-24","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4625","SHN TOMT 1 AS
                ","920877222","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4626","SHN TOMT 10 AS
                ","920877397","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4627","SHN TOMT 11 AS
                ","920877400","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4628","SHN TOMT 12 AS
                ","920877338","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4629","SHN TOMT 2 AS
                ","920877249","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4630","SHN TOMT 3 AS
                ","920877257","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4631","SHN TOMT 4 AS
                ","820877292","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4632","SHN TOMT 5 AS
                ","820877322","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4633","SHN TOMT 6 AS
                ","920877656","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4634","SHN TOMT 7 AS
                ","920877362","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4635","SHN TOMT 8 AS
                ","920877451","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4636","SIGMA SOLUTIONS AS
                ","920862152","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4637","SISSEL ELDEN GARTNER OG ANLEGGSTJENESTER
                ","920838278","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4638","SKAGEN REGNSKAP AS
                ","920848656","2018-05-14","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4639","SKIBNES HOLDING AS
                ","920916422","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4640","SKSKEIE INVEST AS
                ","920913962","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4641","SLITESTERK AS
                ","920857523","2018-05-16","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4642","SMYREN AS
                ","920839576","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4643","SNÅSA BORETTSLAG
                ","920858317","2018-05-17","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4644","STEBO HUSVOGNER AS
                ","920854826","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4645","STEFFEN FAGERBEKK
                ","920881971","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4646","STEINKJER HANDYMAN AS
                ","920919286","2018-05-30","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4647","STOKKMARKA SILJE DAHL
                ","920835171","2018-05-09","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4648","STORM HOLDING AS
                ","920930611","2018-06-01","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4649","STRUCTOR TRONDHEIM AS
                ","920901468","2018-05-26","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4650","STT BYGG AS
                ","920851975","2018-05-18","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4651","SVEIN ERIK TOLDNES HOLDING AS
                ","920859151","2018-05-15","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4652","SWEETGATE NORGE AS
                ","920878180","2018-05-23","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4653","SWENOR ALI RIZA ALTAY
                ","920894240","2018-05-25","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4654","SYKKELPARKEN AS
                ","920901816","2018-05-29","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
"4655","SØR-KRÅKØY INVEST AS
                ","920904440","2018-05-31","Nyregistrering i Foretaksregisteret               
                ","Trøndelag","Før"
