"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"3213","E.C.E. INVEST AS
                ","922160120","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3214","EIRIK BJØRNÅDAL
                ","922274894","2019-03-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3215","EN-INVEST AS
                ","922172587","2019-02-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3216","EVENES GRILL AS
                ","922259372","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3217","EVER EASY AS
                ","922221839","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3218","EXPEDITIONSBRYGGA AS
                ","922212430","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3219","FAGERÅSBAKKENE AS
                ","922271151","2019-02-22","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3220","FEEL24 MOSJØEN AS
                ","922222622","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3221","FJELLJO AS
                ","922165130","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3222","FOT LOFOTEN AS
                ","922149933","2019-02-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3223","FRIDA LINNEA AS
                ","922202370","2019-02-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3224","FRIENDS EVER AS
                ","922104921","2019-02-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3225","FRU HAUGANS EIENDOM AS
                ","922218560","2019-02-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3226","FRU HAUGANS HOLDING AS
                ","922183805","2019-02-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3227","FRUEN FRA HAVET KAFE AS
                ","922239177","2019-02-16","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3228","FRØKEN SKJOLDS HOTEL AS
                ","922285608","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3229","G-MASKIN AS
                ","922159955","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3230","GBMMC INVEST AS
                ","822259472","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3231","GIGA SPANSK AS
                ","922159033","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3232","GJENBRUKSGJENGEN AS
                ","922294852","2019-02-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3233","GJENFANGSTSERVICE AS
                ","922174067","2019-02-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3234","GRUVAS AS
                ","922273987","2019-02-22","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3235","GULLE EIENDOM AS
                ","822221742","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3236","HANDS ON AS
                ","822171192","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3237","HARABAILL DA
                ","922223327","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3238","HARJO EIENDOM AS
                ","922019444","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3239","HARMONI HEALINGMASSASJE AS
                ","922294143","2019-02-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3240","HELGELAND FRITID AS
                ","922188041","2019-02-09","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3241","HELLIGVÆR BEITELAG SA
                ","822044352","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3242","HELSKOGEMILSEN INVEST AS
                ","922161046","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3243","HIMMELBLÅ UTVIKLING AS
                ","922215707","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3244","HURRA HELGELAND AS
                ","922259445","2019-02-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3245","INITIALPOINT AS
                ","922243093","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3246","IQLAAS SHOP ABDIWALI OMAR KAHIYE
                ","922268843","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3247","JAKOBSEN & JAKOBSEN HOLDING AS
                ","922159696","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3248","JASMINE THAI SPA & MASSAGE AS
                ","922192316","2019-02-09","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3249","JENSSEN GÅRD
                ","922125805","2019-02-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3250","JOHANNESSEN APPDEV
                ","922220069","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3251","JYW AS
                ","822155022","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3252","KLIMASHOP AS
                ","922164304","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3253","KMTS BIL AS
                ","922156085","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3254","KNUDSEN OG RAMSEVIK SA
                ","922086362","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3255","KOLSVIK GÅRD 66/19 DA
                ","922210438","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3256","KRISTOFFERSEN ANLEGGSSERVICE AS
                ","922228647","2019-02-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3257","KVANMO ANLEGGSERVICE AS
                ","922162840","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3258","LIFE GUIDANCE AS
                ","922256810","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3259","LOFOTEN ESCAPE & ADVENTURES AS
                ","922155658","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3260","LOFOTEN SEATRADE AS
                ","922172560","2019-02-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3261","LOFOTTEINA AS
                ","922261075","2019-03-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3262","LUNDQVIST
                ","922219842","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3263","LYKKE-ELISE AS
                ","922265933","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3264","MALOM AS
                ","922245657","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3265","MELBOSTUA AS
                ","922276994","2019-02-22","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3266","MICROCLEAN AS
                ","922171440","2019-02-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3267","MIKAEL GALLAGHER
                ","922175578","2019-02-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3268","MJ CONSULT & PROTECT AS
                ","922264368","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3269","MØYSALEN TANNKLINIKK AS
                ","988768529","2019-02-13","Rettelse av foretaksnavn                          
                ","Nordland","Før"
"3270","NITRO 3D STUDIOS AS
                ","922188084","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3271","NKM MONTASJE AS
                ","922160171","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3272","NN ENTREPRENØR AS
                ","921773609","2019-02-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3273","NORD BRØNNBORING AS
                ","922219257","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3274","NORD INDUSTRIRØR AS
                ","822277292","2019-02-22","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3275","NORD-SPED AS
                ","922261679","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3276","NORDLAND FRYSETERMINAL AS
                ","922274258","2019-02-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3277","NORLANDMEDIA EMIL GRAVSETH
                ","821682622","2019-02-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3278","NORSK REVEGETERING HOLDING AS
                ","922303282","2019-02-28","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3279","NOVA MASTER AS
                ","922253552","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3280","NYVA AS
                ","922238014","2019-02-16","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3281","OLSEN VAKTMESTER SERVICE
                ","822187072","2019-02-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3282","P-C STENHAMMER AS
                ","922304033","2019-02-28","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3283","PRESTENGBRYGGA DRIFT AS
                ","922294895","2019-02-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3284","PROFFKERAMIKEREN BODØ AS
                ","922229317","2019-02-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3285","PROFFKERAMIKEREN DRIFT AS
                ","922228728","2019-02-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3286","QONTEXTO NORWAY AS
                ","922222606","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3287","R D S AS
                ","922238790","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3288","RANA VARME & KLIMA AS
                ","922222223","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3289","RANHEIMGATA 1 AS
                ","822249922","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3290","RAYLAN - INVEST AS
                ","922172544","2019-02-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3291","ROSVOLL FISKEX AS
                ","922168318","2019-02-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3292","RUEN THAI V/PETTERSEN
                ","922214972","2019-02-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3293","RØRLEGGERMESTER MORTEN HÅGENSEN
                ","922282277","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3294","RÅKNES GÅRD AS
                ","922078610","2019-02-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3295","RÅKNES GÅRD FRITIDSBOLIGER AS
                ","922253374","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3296","RÅKNES GÅRD GÅRDSDRIFT AS
                ","922253447","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3297","RÅKNES GÅRD SJØMAT AS
                ","922253471","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3298","SIGERFJORD SAMFUNNSHUS SA
                ","971428902","2019-02-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3299","SIGNAL HJELPESELSKAP AS
                ","922149089","2019-02-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3300","SIGNAL RADIO AS
                ","922149062","2019-02-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3301","SKOLEGATA 14-16 AS
                ","822249892","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3302","SOLVANG BYGG OG MASKIN AS
                ","922284202","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3303","SOUND INVESTMENTS AS
                ","922161119","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3304","SPORT OUTLET NARVIK 70 AS
                ","822168752","2019-02-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3305","SR KYSTFISKE AS
                ","922205655","2019-02-20","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3306","STAL AS
                ","922149666","2019-02-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3307","STALL FAGERBAKKEN CAMILLA VIOLA EILERTSEN
                ","819261792","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3308","STEIN O. MOEN
                ","922242348","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3309","STIAN SKOGSAAS AS
                ","922284571","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3310","SØRSJONA HAVNELAG SA
                ","822092942","2019-02-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3311","T L EIENDOM INVEST AS
                ","922162670","2019-02-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3312","T-CON AS
                ","922204454","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3313","TALLSKYEN AS
                ","922169098","2019-02-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3314","TB-J EIENDOM AS
                ","922198438","2019-02-09","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3315","TIG NORWAY AS
                ","922268924","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3316","TIGG DRIFT AS
                ","922152004","2019-02-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3317","TORILL HAIR & MAKEUP TORILL FOLGERØ-HOLM
                ","922219966","2019-02-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3318","TORTOB CONSULT AS
                ","922178844","2019-02-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3319","TOTAL UTLEIESERVICE AS
                ","922268908","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3320","TR EIENDOMSUTVIKLING AS
                ","922232830","2019-02-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3321","TRANØY HANDEL AS
                ","922195498","2019-02-09","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3322","TRIMPOENG AS
                ","922212902","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3323","TSF MONTERING AS
                ","922251207","2019-02-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3324","TVH KLINIKKEN AS
                ","922155860","2019-02-02","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3325","ULLBUA V/LEKANG
                ","922242488","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3326","VANDA VALENTOVA
                ","922209987","2019-02-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3327","VIKING FRISØR TERJE LEIVSETH
                ","915563627","2019-02-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3328","VINDU & HÅNDVERK AS
                ","822171982","2019-02-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3329","VINKENES JØRN OLSEN
                ","822198872","2019-02-09","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3330","ÅSGATA 7 AS
                ","922244820","2019-02-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3331","8373 CAFE AS
                ","922336946","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3332","AAGA 2 AS
                ","822559352","2019-03-29","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3333","ANNTRO AS
                ","922546460","2019-03-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3334","ARCTIC BEAUTY OF NARVIK AS
                ","922338965","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3335","ASHOLDAL EIENDOM AS
                ","922405174","2019-03-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3336","ASPMOEN 20 AS
                ","922404305","2019-03-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3337","ATELIER KVITVIKA LENA MARIE NERGÅRD
                ","922298262","2019-03-23","Rettelse av foretaksnavn                          
                ","Nordland","Før"
"3338","BI BYGG AS
                ","922320780","2019-03-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3339","BLÅFJELL HUNDESENTER AS
                ","922560102","2019-03-29","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3340","BR HANSEN IMPORT
                ","922334536","2019-03-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3341","BR TAKST AS
                ","922383324","2019-03-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3342","BRUGATA BLOMSTER AS
                ","922337047","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3343","BRUVEIEN AS
                ","922273367","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3344","BUTIKKDRIFT MIKAEL JAKOBSEN AS
                ","822301142","2019-03-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3345","BYGG NORD AS
                ","922361711","2019-03-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3346","BYGGE SERVICE AS
                ","922356262","2019-03-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3347","DREVJA KJÆVEL OG STEIK BAKERI
                ","922299110","2019-03-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3348","EBBESEN FISK
                ","922325820","2019-03-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3349","ECONOMYTRANSPORT AS
                ","922402043","2019-03-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3350","EIFI SERVICE AS
                ","922412987","2019-03-23","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3351","EIRIK BJØRNÅDAL
                ","922274894","2019-03-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3352","EIRIK HJARTLAND
                ","922179654","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3353","ELAIZE FASTIGHETER AS
                ","922340714","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3354","ERIK WAREBORN
                ","922395349","2019-03-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3355","FALKFLAUG 2 AS
                ","922413169","2019-03-23","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3356","FLØTNES SALG OG SERVICE
                ","922554803","2019-03-28","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3357","FRISK ØKONOMI AS
                ","922537852","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3358","FRISKGÅRDEN HELGELAND AS
                ","922233519","2019-03-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3359","FRK. LOVISE AS
                ","922414661","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3360","FÆRØY MEKANISKE KENT HARALD EVJEN STORÅKER
                ","922348588","2019-03-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3361","FØN DESIGNLAB AS
                ","922373310","2019-03-29","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3362","GAMMELBUTIKKEN PÅ KRYSTAD MARIT PLENER GRAN
                ","922570108","2019-04-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3363","GLOW BY ELENA AS
                ","922329567","2019-03-04","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3364","GRØNØY HANDLERI DA
                ","922375852","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3365","GYTH AWESOMENESS
                ","922349738","2019-03-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3366","HAIKJEFTEN AS
                ","922532184","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3367","HAUENG BYGG
                ","922536120","2019-03-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3368","HELGELAND BLIKK OG FASADE AS
                ","922547211","2019-03-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3369","HK HOLDING & INVEST AS
                ","922568898","2019-04-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3370","HOPSGÅRDEN SA
                ","922376824","2019-03-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3371","JASMIN RENGJØRING AS
                ","922386692","2019-03-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3372","JENSSEN TEKNODUGNAD
                ","922543348","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3373","JIM LEON INVEST AS
                ","922551456","2019-03-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3374","LEKANGER GRUNNEIERLAG SA
                ","922176345","2019-03-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3375","LITFASH LARSEN
                ","822227082","2019-03-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3376","LOFOTEN ENERGIRÅDGIVNING BENGT ARILD BJØRKLI
                ","922432708","2019-03-21","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3377","LOFOTEN RENTALS KRISTIAN LYNGE BERG
                ","922398062","2019-03-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3378","LOFOTHUS AS
                ","922548226","2019-03-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3379","LOFOTTEINA AS
                ","922261075","2019-03-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3380","LØDINGEN TRENINGSSENTER AS
                ","922332991","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3381","MALER RYE PETTERSEN
                ","922411824","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3382","MB MUR & PUSS MARKO BERNHARDT
                ","922555613","2019-03-28","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3383","MELGÅRD TRAFIKKSKOLE AS
                ","922383375","2019-03-13","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3384","MEYERGRUNN AS
                ","922360367","2019-03-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3385","MH STYLING DA
                ","922405891","2019-03-18","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3386","MK1 EIENDOM AS
                ","922413827","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3387","NARVIK HELSEFORM AS
                ","822416802","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3388","NILSSEN VIKING SHEEP
                ","922535337","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3389","NORDÅS TØMRERSERVICE AS
                ","922339090","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3390","NORINNOVA NARVIK AS
                ","822349242","2019-03-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3391","OKJ HOLDING AS
                ","922373612","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3392","OLSEN MASKINUTLEIE AS
                ","922370966","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3393","OLSENHÅGEN AS
                ","922345139","2019-03-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3394","OXYGENBODØ AS
                ","922015147","2019-03-05","Rettelse av foretaksnavn                          
                ","Nordland","Før"
"3395","POLAR BYGG AS
                ","922361509","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3396","POLARIS SEAFOOD AS
                ","922370885","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3397","POLVINDUER AS
                ","922568138","2019-04-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3398","PUNSVIK MEDIA AS
                ","922561281","2019-03-29","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3399","RETSCREEN AS
                ","922436029","2019-03-22","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3400","ROAND INVEST AS
                ","922412804","2019-03-23","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3401","SANDNESSJØEN EVENT AS
                ","922393648","2019-03-19","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3402","SJYSKJÆRET EIENDOM AS
                ","822361382","2019-03-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3403","SKAU GRUNNEIERLAG SA
                ","921979789","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3404","SKRAM AS
                ","822412912","2019-03-23","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3405","SNEKKER'N BLIKK AS
                ","922361541","2019-03-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3406","SPORT OUTLET SORTLAND 67 AS
                ","922349150","2019-03-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3407","STEINSRUD FISK
                ","922391327","2019-03-14","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3408","STIG-KJETIL MOEN BANG
                ","922357978","2019-03-11","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3409","TASTE OF SALT AS
                ","922356343","2019-03-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3410","TB-J MO I RANA AS
                ","922352690","2019-03-07","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3411","TB-J STORMYRA AS
                ","922372349","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3412","TINA BRENNBAKK
                ","922370125","2019-03-12","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3413","TOKKEN AS
                ","922539537","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3414","TORGET BODØ AS
                ","922396485","2019-03-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3415","U/H MASKINSTASJON DA
                ","922549419","2019-03-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3416","VAER ANS
                ","922396809","2019-03-15","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3417","VATO EIENDOM AS
                ","922339414","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3418","VEGAJAKT SA
                ","922224641","2019-03-28","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3419","VIK BEITELAG SA
                ","922121907","2019-03-05","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3420","VINTERHAGEN AS
                ","922539928","2019-03-26","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3421","WEST-SIDE FOTO STIAN HEIMSTAD KRANE
                ","922571066","2019-04-01","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3422","WILLIAM EDVARDSEN EIENDOM
                ","922344639","2019-03-06","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3423","YUUKA YUUKA SUSHI NARVIK AS
                ","922531951","2019-03-25","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3424","ØKB EIENDOM AS
                ","922557365","2019-03-29","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3425","3.M EIENDOM AS
                ","922673160","2019-04-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3426","AMJ GARANTI AS
                ","922609950","2019-04-08","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3427","ARCTIC LANDSCAPE HOTELS LOFOTEN AS
                ","922641501","2019-04-23","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
"3428","ARCTIC TRAIN EIENDOM AS
                ","922674183","2019-04-27","Nyregistrering i Foretaksregisteret               
                ","Nordland","Før"
